plate,state,license_type,summons_number,issue_date,violation_time,violation,judgment_entry_date,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,county,issuing_agency,violation_status,summons_image
HSR6413,NY,PAS,8784020740,1/8/20,05:57P,FAIL TO DSPLY MUNI METER RECPT,,35,10,0,0,45,0,103,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FNUVRWGxOUkdNd1RVRTlQUT09&locationName=_____________________)
HHM2436,NY,PAS,1465756292,1/27/20,09:20A,NO PARKING-DAY/TIME LIMITS,,60,0,0,0,60,0,30,NY,DEPARTMENT OF SANITATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1rNVVZekZPYWtrMVRXYzlQUT09&locationName=_____________________)
FHW1131,NY,PAS,4666563052,9/20/19,07:32A,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNXFWVEpOZWtFeFRXYzlQUT09&locationName=_____________________)
GGF8204,NY,PAS,8563437513,10/24/17,06:27P,EXPIRED MUNI METER,,35,0,0,0,35,0,103,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMTZVWHBPZWxWNFRYYzlQUT09&locationName=_____________________)
2165PRA,MN,PAS,8621990192,8/16/18,01:34P,PLTFRM LFTS LWRD POS COMM VEH,,65,0,0,37,28,0,18,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVVMVVhelZOUkVVMVRXYzlQUT09&locationName=_____________________)
GRH7975,NY,PAS,8555103265,9/5/17,01:17P,FAIL TO DSPLY MUNI METER RECPT,,35,10,0,0,45,0,111,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNVVSWGROZWtreVRsRTlQUT09&locationName=_____________________)
16176MC,NY,COM,8485719505,8/8/17,09:06A,FAIL TO DISP. MUNI METER RECPT,,65,0,0,37,28,0,14,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVZM2hQVkZWM1RsRTlQUT09&locationName=_____________________)
HCB4918,NY,PAS,8555103538,9/8/17,02:27P,FAIL TO DSPLY MUNI METER RECPT,,35,10,0,0,45,0,111,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNVVSWGROZWxWNlQwRTlQUT09&locationName=_____________________)
CES4033,NY,PAS,4665195122,9/6/19,06:54A,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNVVSVFZPVkVWNVRXYzlQUT09&locationName=_____________________)
4XP272,NY,PAS,4665919057,9/13/19,11:15A,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNVVhM2hQVkVFeFRuYzlQUT09&locationName=_____________________)
XFEM86,NJ,PAS,8748404974,6/25/19,04:15P,NO STANDING-EXC. AUTH. VEHICLE,,95,0,0,0,95,0,18,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1FOUVVWGRPUkdzelRrRTlQUT09&locationName=_____________________)
JCY9246,NY,PAS,4663860369,8/23/19,01:32P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,ST,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rMTZaekpOUkUweVQxRTlQUT09&locationName=_____________________)
XFXZ88,NJ,PAS,8620415001,2/6/18,06:07A,NO PARKING-DAY/TIME LIMITS,,65,0,0,65,0,0,18,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVVMUVVWGhPVkVGM1RWRTlQUT09&locationName=_____________________)
HNF1060,NY,PAS,8563438591,10/30/17,02:12P,FAIL TO DSPLY MUNI METER RECPT,,35,0,0,0,35,0,112,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMTZVWHBQUkZVMVRWRTlQUT09&locationName=_____________________)
004372R,NJ,PAS,8562979429,10/21/17,08:04A,FRONT OR BACK PLATE MISSING,,65,0,0,0,65,0,107,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMXFhek5QVkZGNVQxRTlQUT09&locationName=_____________________)
DVF3202,NY,PAS,8555103654,9/20/17,01:04P,EXPIRED MUNI METER,,35,10,0,10,35,0,111,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNVVSWGROZWxreFRrRTlQUT09&locationName=_____________________)
GBC3989,NY,PAS,8555103757,9/20/17,03:11P,FAIL TO DSPLY MUNI METER RECPT,,35,10,0,45,0,0,111,Q,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNVVSWGROZW1NeFRuYzlQUT09&locationName=_____________________)
JGX7076,NY,PAS,4663860345,8/23/19,01:32P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rMTZaekpOUkUwd1RsRTlQUT09&locationName=_____________________)
75478MC,NY,COM,8485750240,1/10/17,11:35A,NO STANDING-EXC. AUTH. VEHICLE,,95,0,0,95,0,0,18,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVZekZOUkVrd1RVRTlQUT09&locationName=_____________________)
2588136,IN,PAS,8485719517,8/8/17,09:16A,NO STANDING-DAY/TIME LIMITS,,115,0,0,23,92,0,14,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVZM2hQVkZWNFRuYzlQUT09&locationName=_____________________)
86609MB,NY,COM,8485719580,8/8/17,12:50P,FAIL TO DISP. MUNI METER RECPT,,65,0,0,37,28,0,14,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVZM2hQVkZVMFRVRTlQUT09&locationName=_____________________)
23356PC,NY,IRP,8485751814,1/25/17,09:51A,DOUBLE PARKING-MIDTOWN COMML,,115,0,0,0,115,0,18,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVZekZOVkdkNFRrRTlQUT09&locationName=_____________________)
48DAV,NY,ORG,8555103885,9/23/17,11:41A,FAIL TO DSPLY MUNI METER RECPT,,35,10,0,45,0,0,111,Q,TRAFFIC,ADMIN CLAIM GRANTED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNVVSWGROZW1jMFRsRTlQUT09&locationName=_____________________)
42859JZ,NY,COM,8548639027,10/23/17,01:37P,FAIL TO DSPLY MUNI METER RECPT,,35,0,0,15,20,0,67,K,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1FOUVXWHBQVkVGNVRuYzlQUT09&locationName=_____________________)
GPW1053,NY,PAS,8614003675,3/6/18,01:22P,INSP. STICKER-EXPIRED/MISSING,,65,0,0,0,65,0,70,K,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFNUVRWGROZWxrelRsRTlQUT09&locationName=_____________________)
HCM9049,NY,PAS,8606505572,3/6/18,12:46P,NO PARKING-DAY/TIME LIMITS,,60,30,0,0,90,0,40,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNXFWWGRPVkZVelRXYzlQUT09&locationName=_____________________)
FGP5096,NY,PAS,7572730954,7/16/12,02:00P,INSP. STICKER-EXPIRED/MISSING,11/1/12,65,60,64.82,0,189.82,0,41,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wVk0wMXFZM3BOUkdzeFRrRTlQUT09&locationName=_____________________)
F408ML,NY,PAS,4663860461,8/23/19,01:33P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rMTZaekpOUkZFeVRWRTlQUT09&locationName=_____________________)
HSU7645,NY,PAS,4663860450,8/23/19,01:32P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rMTZaekpOUkZFeFRVRTlQUT09&locationName=_____________________)
HMP3960,NY,PAS,8784020799,1/9/20,02:19P,SAFETY ZONE,,115,0,0,0,115,0,104,Q,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FNUVRWGxOUkdNMVQxRTlQUT09&locationName=_____________________)
T746760C,NY,OMT,4679518583,2/21/20,01:02P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BX,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk0wOVVWWGhQUkZVMFRYYzlQUT09&locationName=_____________________)
XFAH70,NJ,PAS,8748410950,8/1/19,01:28P,NO STANDING-DAY/TIME LIMITS,,115,0,0,0,115,0,14,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1FOUVVWGhOUkdzeFRVRTlQUT09&locationName=_____________________)
XFXZ88,NJ,PAS,8620415013,2/6/18,06:09A,COMML PLATES-UNALTERED VEHICLE,,115,0,0,115,0,0,18,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVVMUVVWGhPVkVGNFRYYzlQUT09&locationName=_____________________)
YARY029,OR,PAS,8482299189,10/3/17,11:24A,NO STANDING-DAY/TIME LIMITS,,115,0,0,0,115,0,18,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FMXFTVFZQVkVVMFQxRTlQUT09&locationName=_____________________)
3AY6152,AL,PAS,8615036470,4/10/18,04:32P,FAIL TO DSPLY MUNI METER RECPT,,35,0,0,35,0,0,78,K,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFNVVRWHBPYWxFelRVRTlQUT09&locationName=_____________________)
GVN2103,NY,PAS,8562979594,10/23/17,07:43A,FIRE HYDRANT,,115,0,0,0,115,0,112,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMXFhek5QVkZVMVRrRTlQUT09&locationName=_____________________)
FYA9905,NY,PAS,8555103952,9/23/17,12:37P,FAIL TO DSPLY MUNI METER RECPT,,35,0,0,0,35,0,111,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNVVSWGROZW1zeFRXYzlQUT09&locationName=_____________________)
GFP8984,NY,PAS,8555104221,9/27/17,03:39P,FAIL TO DSPLY MUNI METER RECPT,,35,0,0,0,35,0,111,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNVVSWGRPUkVsNVRWRTlQUT09&locationName=_____________________)
HKM3986,NY,PAS,8555104270,10/4/17,12:48P,DOUBLE PARKING,,115,0,0,0,115,0,111,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNVVSWGRPUkVrelRVRTlQUT09&locationName=_____________________)
61046MH,NY,COM,8606505675,3/6/18,02:04P,BIKE LANE,,115,30,0,145,0,0,40,BX,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNXFWWGRPVkZrelRsRTlQUT09&locationName=_____________________)
27138MM,NY,COM,8748414062,8/16/19,02:48P,NO STANDING-EXC. TRUCK LOADING,,95,0,0,95,0,0,17,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1FOUVVWGhPUkVFeVRXYzlQUT09&locationName=_____________________)
HMJ7674,NY,PAS,4663860436,8/23/19,01:32P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rMTZaekpOUkZGNlRtYzlQUT09&locationName=_____________________)
HSF5165,NY,PAS,8784024574,1/30/20,02:55P,NO PARKING-DAY/TIME LIMITS,,60,10,0,10,60,0,102,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FNUVRWGxPUkZVelRrRTlQUT09&locationName=_____________________)
HNH9880,NY,PAS,8784025372,2/3/20,04:09P,INSP. STICKER-EXPIRED/MISSING,,65,10,0,0,75,0,102,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FNUVRWGxPVkUwelRXYzlQUT09&locationName=_____________________)
FPA4494,NY,PAS,4663917884,8/23/19,06:39P,PHTO SCHOOL ZN SPEED VIOLATION,,50,25,0,0,75,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rMTZhM2hPZW1jMFRrRTlQUT09&locationName=_____________________)
D52GJL,NJ,PAS,8615880890,7/17/18,01:32P,FAIL TO DSPLY MUNI METER RECPT,,65,0,0,0,65,0,9,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFNVVaelJOUkdjMVRVRTlQUT09&locationName=_____________________)
HPA1290,NY,PAS,8614981041,1/14/18,10:54A,INSP. STICKER-EXPIRED/MISSING,5/3/18,65,60,0.34,0,125.34,0,69,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFNUVhelJOVkVFd1RWRTlQUT09&locationName=_____________________)
ERD7626,NY,PAS,8563450931,5/8/17,09:31A,REG. STICKER-EXPIRED/MISSING,8/24/17,65,60,2.29,0.03,127.26,0,107,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMTZVVEZOUkd0NlRWRTlQUT09&locationName=_____________________)
GAH4023,NY,PAS,8562979843,10/23/17,11:08A,INSP STICKER-MUTILATED/C'FEIT,,65,0,0,65,0,0,112,Q,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMXFhek5QVkdjd1RYYzlQUT09&locationName=_____________________)
GNG9064,NY,PAS,8562979685,10/23/17,09:15A,NO PARKING-STREET CLEANING,,45,0,0,0,45,0,112,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMXFhek5QVkZrMFRsRTlQUT09&locationName=_____________________)
13070JP,NY,COM,8548639118,10/23/17,02:57P,NO STANDING-DAY/TIME LIMITS,,115,0,0,23,92,0,63,K,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1FOUVXWHBQVkVWNFQwRTlQUT09&locationName=_____________________)
15427MJ,NY,COM,8555104324,10/4/17,01:52P,INSP. STICKER-EXPIRED/MISSING,,65,0,0,0,65,0,111,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNVVSWGRPUkUxNVRrRTlQUT09&locationName=_____________________)
2588052,IN,PAS,8555104350,10/4/17,03:43P,NO STANDING-BUS STOP,,115,0,0,10,105,0,111,Q,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNVVSWGRPUkUweFRVRTlQUT09&locationName=_____________________)
HRJ7423,NY,PAS,8555104385,10/4/17,04:30P,EXPIRED MUNI METER,,35,0,0,0,35,0,111,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNVVSWGRPUkUwMFRsRTlQUT09&locationName=_____________________)
GVC1855,NY,PAS,8562979880,10/23/17,11:43A,NO PARKING-STREET CLEANING,,45,0,0,0,45,0,112,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMXFhek5QVkdjMFRVRTlQUT09&locationName=_____________________)
81960MJ,NY,COM,8748415200,8/23/19,01:22P,BIKE LANE,,115,0,0,0,115,0,14,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1FOUVVWGhPVkVsM1RVRTlQUT09&locationName=_____________________)
60091MJ,NY,COM,8748416150,8/28/19,06:08P,FAIL TO DSPLY MUNI METER RECPT,,65,0,0,25,40,0,14,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1FOUVVWGhPYWtVeFRVRTlQUT09&locationName=_____________________)
JGL5387,NY,PAS,4665195195,9/6/19,06:55A,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNVVSVFZPVkVVMVRsRTlQUT09&locationName=_____________________)
HJP5963,NY,PAS,8614981077,1/14/18,11:52A,INSP. STICKER-EXPIRED/MISSING,5/3/18,65,60,0.28,0.22,125.06,0,69,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFNUVhelJOVkVFelRuYzlQUT09&locationName=_____________________)
82727MC,NY,COM,8620415281,2/7/18,06:36A,DOUBLE PARKING,,115,0,0,115,0,0,18,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVVMUVVWGhPVkVrMFRWRTlQUT09&locationName=_____________________)
49900JG,NY,COM,8615880931,7/17/18,01:59P,SAFETY ZONE,,115,0,0,10,105,0,9,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFNVVaelJOUkd0NlRWRTlQUT09&locationName=_____________________)
61045PC,NY,IRP,8482299633,10/5/17,07:37A,NO STANDING-DAY/TIME LIMITS,,115,0,0,0,115,0,14,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FMXFTVFZQVkZsNlRYYzlQUT09&locationName=_____________________)
2351230,IN,PAS,8621990283,8/16/18,04:41P,NO PARKING-DAY/TIME LIMITS,,65,0,0,0,65,0,18,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVVMVVhelZOUkVrMFRYYzlQUT09&locationName=_____________________)
ECN3566,NY,PAS,8548639143,10/23/17,03:34P,EXPIRED MUNI METER,,35,0,0,0,35,0,63,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1FOUVXWHBQVkVVd1RYYzlQUT09&locationName=_____________________)
GVM5367,NY,PAS,8562979922,10/24/17,06:01A,CROSSWALK,,115,0,0,0,115,0,103,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMXFhek5QVkd0NVRXYzlQUT09&locationName=_____________________)
HHG1242,NY,PAS,8562979958,10/24/17,08:09A,FRONT OR BACK PLATE MISSING,,65,0,0,0,65,0,100,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMXFhek5QVkdzeFQwRTlQUT09&locationName=_____________________)
JDR3435,NY,PAS,4663860540,8/23/19,01:33P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rMTZaekpOUkZVd1RVRTlQUT09&locationName=_____________________)
GMP9530,NY,PAS,8555104786,10/14/17,03:07P,EXPIRED MUNI METER,,35,0,0,0,35,0,111,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNVVSWGRPUkdNMFRtYzlQUT09&locationName=_____________________)
EYG2357,NY,PAS,8555104683,10/14/17,12:22P,FAIL TO DSPLY MUNI METER RECPT,,35,0,0,35,0,0,111,Q,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNVVSWGRPUkZrMFRYYzlQUT09&locationName=_____________________)
HSK6269,NY,PAS,8555104695,10/14/17,12:25P,FRONT OR BACK PLATE MISSING,,65,0,0,0,65,0,111,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNVVSWGRPUkZrMVRsRTlQUT09&locationName=_____________________)
GGF4979,NY,PAS,8555104646,10/14/17,11:55A,FAIL TO DSPLY MUNI METER RECPT,,35,0,0,0,35,0,111,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNVVSWGRPUkZrd1RtYzlQUT09&locationName=_____________________)
CJP9697,NY,PAS,8555104660,10/14/17,12:14P,FAIL TO DSPLY MUNI METER RECPT,,35,0,0,35,0,0,111,Q,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNVVSWGRPUkZreVRVRTlQUT09&locationName=_____________________)
94SG96,NY,MOT,8555150723,4/29/17,11:18A,INSP. STICKER-EXPIRED/MISSING,10/12/17,65,60,0.31,0.31,125,0,114,Q,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNVVSVEZOUkdONVRYYzlQUT09&locationName=_____________________)
GDG6481,NY,PAS,8614003900,3/8/18,12:42P,FAIL TO DSPLY MUNI METER RECPT,,35,0,0,0,35,0,61,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFNUVRWGROZW10M1RVRTlQUT09&locationName=_____________________)
T527963C,NY,OMT,8614003882,3/8/18,12:33P,FAIL TO DSPLY MUNI METER RECPT,,35,0,0,0,35,0,61,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFNUVRWGROZW1jMFRXYzlQUT09&locationName=_____________________)
HRE8285,NY,PAS,8611346361,3/9/18,01:19A,NO PARKING-STREET CLEANING,6/28/18,45,60,0.9,0.3,105.6,0,94,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFMVVUVEJPYWsweVRWRTlQUT09&locationName=_____________________)
HKB9144,NY,PAS,8784026935,2/12/20,04:00P,FAIL TO DSPLY MUNI METER RECPT,,35,0,0,0,35,0,103,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FNUVRWGxPYW10NlRsRTlQUT09&locationName=_____________________)
GFM5541,NY,PAS,1462308089,10/10/19,09:51A,NO PARKING-STREET CLEANING,,45,0,0,0,45,0,71,K,DEPARTMENT OF SANITATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1rMXFUWGRQUkVFMFQxRTlQUT09&locationName=_____________________)
HFZ1162,NY,PAS,4663917896,8/23/19,06:39P,PHTO SCHOOL ZN SPEED VIOLATION,,50,25,0,0,75,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rMTZhM2hPZW1jMVRtYzlQUT09&locationName=_____________________)
HKZ3909,NY,PAS,8626182697,9/5/18,04:54P,DOUBLE PARKING,12/20/18,115,60,1.12,0.04,176.08,0,34,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVVNXFSVFJOYWxrMVRuYzlQUT09&locationName=_____________________)
2448451,IN,PAS,8620415440,2/8/18,06:40A,NO STOPPING-DAY/TIME LIMITS,,115,0,0,0,115,0,18,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVVMUVVWGhPVkZFd1RVRTlQUT09&locationName=_____________________)
YARX720,OR,PAS,8620415359,2/7/18,07:48A,DOUBLE PARKING-MIDTOWN COMML,,115,10,0,0,125,0,17,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVVMUVVWGhPVkUweFQxRTlQUT09&locationName=_____________________)
17327MA,NY,COM,8621990441,8/17/18,08:28A,NO STANDING-TAXI STAND,,115,0,0,23,92,0,14,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVVMVVhelZOUkZFd1RWRTlQUT09&locationName=_____________________)
HPW1424,NY,PAS,8610483745,8/9/18,11:25A,NO PARKING-STREET CLEANING,,45,0,0,0,45,0,79,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFMUVVVFJOZW1Nd1RsRTlQUT09&locationName=_____________________)
GTM6093,NY,PAS,8563455126,6/8/17,01:46P,REG. STICKER-EXPIRED/MISSING,9/28/17,65,60,1.15,0.12,126.03,0,102,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMTZVVEZPVkVWNVRtYzlQUT09&locationName=_____________________)
